line,bus0,bus1,v_nom_kv,length_km,r_ohm,x_ohm,s_max_mva,status
L_327692333_429832223,327692333,429832223,0.4,0.054787540354690564,0.032872524212814336,0.02191501614187623,0.5,active
L_327692336_6444702820,327692336,6444702820,0.4,0.025359902816831842,0.015215941690099105,0.010143961126732737,0.5,active
L_327692336_539182601,327692336,539182601,0.4,0.031200590796949375,0.018720354478169624,0.012480236318779751,0.5,active
L_327692336_429887215,327692336,429887215,0.4,0.04753940188283653,0.028523641129701915,0.019015760753134613,0.5,active
L_327692336_429832223,327692336,429832223,0.4,0.061090976712093834,0.0366545860272563,0.024436390684837536,0.5,active
L_327692338_429887168,327692338,429887168,0.4,0.059359755303706324,0.035615853182223794,0.02374390212148253,0.5,active
L_327692758_429832201,327692758,429832201,0.4,0.05556502867465702,0.03333901720479421,0.02222601146986281,0.5,active
L_327692761_429818348,327692761,429818348,0.4,0.04702068725462928,0.028212412352777567,0.018808274901851715,0.5,active
L_327693805_429818451,327693805,429818451,0.4,0.037505804687104675,0.022503482812262804,0.015002321874841872,0.5,active
L_327693807_327694458,327693807,327694458,0.4,0.024564825743282677,0.014738895445969605,0.009825930297313072,0.5,active
L_327693807_429818241,327693807,429818241,0.4,0.03754302620212047,0.022525815721272283,0.01501721048084819,0.5,active
L_327694456_1436380764,327694456,1436380764,0.4,0.05698878291292107,0.034193269747752636,0.022795513165168427,0.5,active
L_327695076_429818279,327695076,429818279,0.4,0.0459051480532297,0.027543088831937818,0.01836205922129188,0.5,active
L_327695076_429818280,327695076,429818280,0.4,0.046231100321343546,0.027738660192806127,0.01849244012853742,0.5,active
L_327695076_429818414,327695076,429818414,0.4,0.0831693645583687,0.04990161873502121,0.03326774582334748,0.5,active
L_327695078_429818280,327695078,429818280,0.4,0.037811252958689014,0.02268675177521341,0.015124501183475607,0.5,active
L_327696855_539182663,327696855,539182663,0.4,0.05928196551233473,0.03556917930740083,0.023712786204933892,0.5,active
L_327696855_6633920824,327696855,6633920824,0.4,0.10013686634034207,0.06008211980420523,0.04005474653613683,0.5,active
L_327696855_1436380766,327696855,1436380766,0.4,0.32756763914037573,0.19654058348422543,0.1310270556561503,0.5,active
L_327696879_2235816577,327696879,2235816577,0.4,0.029009494956680825,0.017405696974008494,0.011603797982672331,0.5,active
L_327699268_1629587583,327699268,1629587583,20.0,0.26932983227442686,0.06733245806860672,0.0942654412960494,25.0,active
L_428964122_429648290,428964122,429648290,20.0,0.015951521415329253,0.003987880353832313,0.005583032495365238,25.0,active
L_428964122_428964124,428964122,428964124,20.0,0.03300145090349818,0.008250362725874545,0.011550507816224362,25.0,active
L_428964122_429648444,428964122,429648444,20.0,0.07293184749631584,0.01823296187407896,0.025526146623710545,25.0,active
L_428964124_428964126,428964124,428964126,20.0,0.026757247043981826,0.006689311760995457,0.009365036465393639,25.0,active
L_428964126_428964133,428964126,428964133,20.0,0.0373731466110544,0.0093432866527636,0.013080601313869039,25.0,active
L_428964133_4566073875,428964133,4566073875,20.0,0.030696667980278956,0.007674166995069739,0.010743833793097634,25.0,active
L_428964146_429648290,428964146,429648290,20.0,0.03579911439688916,0.00894977859922229,0.012529690038911205,25.0,active
L_429383249_429383262,429383249,429383262,0.4,0.023199134406542747,0.013919480643925649,0.009279653762617098,0.5,active
L_429383249_3686782639,429383249,3686782639,0.4,0.03519989188891683,0.021119935133350098,0.014079956755566734,0.5,active
L_429383254_3686782639,429383254,3686782639,0.4,0.006666310478812538,0.003999786287287523,0.0026665241915250154,0.5,active
L_429383254_3686782650,429383254,3686782650,0.4,0.026360348450459394,0.015816209070275637,0.010544139380183759,0.5,active
L_429383258_429383259,429383258,429383259,0.4,0.018542613070482383,0.01112556784228943,0.007417045228192954,0.5,active
L_429383259_429383262,429383259,429383262,0.4,0.015536487903186428,0.009321892741911857,0.006214595161274572,0.5,active
L_429383262_539533641,429383262,539533641,0.4,0.047320186666288594,0.028392111999773154,0.01892807466651544,0.5,active
L_429648290_2029795739,429648290,2029795739,20.0,0.17438021986411298,0.043595054966028245,0.061033076952439536,25.0,active
L_429648335_429648392,429648335,429648392,0.4,0.16290389043612977,0.09774233426167786,0.0651615561744519,0.5,active
L_429648387_429648392,429648387,429648392,0.4,0.046293294067694696,0.027775976440616818,0.018517317627077878,0.5,active
L_429648392_8651853930,429648392,8651853930,0.4,0.0708250778456571,0.042495046707394256,0.02833003113826284,0.5,active
L_429648444_429648541,429648444,429648541,20.0,0.2387041305018028,0.0596760326254507,0.08354644567563098,25.0,active
L_429648492_429648495,429648492,429648495,20.0,0.005654002271222892,0.001413500567805723,0.0019789007949280123,25.0,active
L_429648492_429648532,429648492,429648532,20.0,0.03414517966811264,0.00853629491702816,0.011950812883839423,25.0,active
L_429648492_429648541,429648492,429648541,20.0,0.07402602273730523,0.018506505684326307,0.02590910795805683,25.0,active
L_429648495_2028923323,429648495,2028923323,20.0,0.1715461123952845,0.042886528098821125,0.06004113933834957,25.0,active
L_429648514_429648520,429648514,429648520,20.0,0.024657310820453634,0.0061643277051134085,0.008630058787158772,25.0,active
L_429648514_2028923301,429648514,2028923301,20.0,0.23028750067311773,0.057571875168279434,0.08060062523559121,25.0,active
L_429648520_2667952179,429648520,2667952179,20.0,0.019111902135646588,0.004777975533911647,0.006689165747476305,25.0,active
L_429648520_429648525,429648520,429648525,20.0,0.03166389297570891,0.007915973243927227,0.011082362541498117,25.0,active
L_429648525_429648526,429648525,429648526,20.0,0.007999239267935224,0.001999809816983806,0.0027997337437773284,25.0,active
L_429648526_429648528,429648526,429648528,20.0,0.022252639317144236,0.005563159829286059,0.007788423761000482,25.0,active
L_429648528_429648629,429648528,429648629,20.0,0.020940477764685172,0.005235119441171293,0.00732916721763981,25.0,active
L_429648528_429648532,429648528,429648532,20.0,0.02129196251276483,0.005322990628191208,0.007452186879467691,25.0,active
L_429648629_429648664,429648629,429648664,0.4,0.0497657202965575,0.0298594321779345,0.019906288118623,0.5,active
L_429648664_429648736,429648664,429648736,0.4,0.0228802396734841,0.013728143804090459,0.00915209586939364,0.5,active
L_429648664_429648689,429648664,429648689,0.4,0.029237349088426907,0.017542409453056143,0.011694939635370764,0.5,active
L_429648675_429648697,429648675,429648697,0.4,0.014726229052264618,0.008835737431358771,0.005890491620905848,0.5,active
L_429648675_1357168889,429648675,1357168889,0.4,0.030861723981085946,0.018517034388651567,0.012344689592434378,0.5,active
L_429648683_1436380779,429648683,1436380779,0.4,0.019270777260867546,0.011562466356520527,0.007708310904347019,0.5,active
L_429648683_1357168889,429648683,1357168889,0.4,0.03913185704399156,0.023479114226394936,0.015652742817596623,0.5,active
L_429648689_429648692,429648689,429648692,0.4,0.006366065473886295,0.003819639284331777,0.0025464261895545184,0.5,active
L_429648692_429648697,429648692,429648697,0.4,0.02887304791649229,0.017323828749895374,0.011549219166596916,0.5,active
L_429648697_539170718,429648697,539170718,0.4,0.03685565729667179,0.022113394378003075,0.014742262918668717,0.5,active
L_429648710_1357168889,429648710,1357168889,0.4,0.006142670429771216,0.0036856022578627295,0.0024570681719084868,0.5,active
L_429648710_429648715,429648710,429648715,0.4,0.022919437722955464,0.013751662633773278,0.009167775089182185,0.5,active
L_429648736_1436380780,429648736,1436380780,0.4,0.005156190711699496,0.0030937144270196974,0.0020624762846797986,0.5,active
L_429648798_1997144764,429648798,1997144764,0.4,0.017903685826058117,0.01074221149563487,0.007161474330423247,0.5,active
L_429648798_429648799,429648798,429648799,0.4,0.02323632762427816,0.013941796574566897,0.009294531049711265,0.5,active
L_429648799_539172768,429648799,539172768,0.4,0.012703468049672172,0.007622080829803302,0.005081387219868869,0.5,active
L_429648799_429648800,429648799,429648800,0.4,0.02543321072472321,0.015259926434833926,0.010173284289889284,0.5,active
L_429648800_2482069374,429648800,2482069374,0.4,0.008187998727401842,0.004912799236441105,0.003275199490960737,0.5,active
L_429648800_539172579,429648800,539172579,0.4,0.033302639874155264,0.019981583924493156,0.013321055949662106,0.5,active
L_429818240_1436380764,429818240,1436380764,0.4,0.005685949693440996,0.003411569816064597,0.0022743798773763985,0.5,active
L_429818240_429818241,429818240,429818241,0.4,0.03433699284383542,0.020602195706301254,0.01373479713753417,0.5,active
L_429818245_429818246,429818245,429818246,0.4,0.02292646627603462,0.01375587976562077,0.009170586510413848,0.5,active
L_429818245_5282564598,429818245,5282564598,0.4,0.05907199253035653,0.03544319551821392,0.023628797012142613,0.5,active
L_429818246_539172653,429818246,539172653,0.4,0.04795768863858092,0.028774613183148553,0.01918307545543237,0.5,active
L_429818247_683423745,429818247,683423745,0.4,0.021327939804680857,0.012796763882808515,0.008531175921872343,0.5,active
L_429818250_683423952,429818250,683423952,0.4,0.05537559931830177,0.03322535959098106,0.02215023972732071,0.5,active
L_429818250_539172929,429818250,539172929,0.4,0.07391005557959313,0.04434603334775587,0.029564022231837253,0.5,active
L_429818252_539172635,429818252,539172635,0.4,0.013248396676568441,0.007949038005941064,0.005299358670627377,0.5,active
L_429818252_539172711,429818252,539172711,0.4,0.050962835392843096,0.030577701235705856,0.02038513415713724,0.5,active
L_429818252_539172671,429818252,539172671,0.4,0.05664131301968274,0.03398478781180964,0.022656525207873097,0.5,active
L_429818268_429818270,429818268,429818270,0.4,0.03386479697027762,0.02031887818216657,0.013545918788111047,0.5,active
L_429818268_429832202,429818268,429832202,0.4,0.05679552419944471,0.03407731451966683,0.022718209679777886,0.5,active
L_429818273_4714317293,429818273,4714317293,0.4,0.035264928179756,0.0211589569078536,0.014105971271902402,0.5,active
L_429818291_539182682,429818291,539182682,0.4,0.04115768913880677,0.02469461348328406,0.01646307565552271,0.5,active
L_429818303_539182664,429818303,539182664,0.4,0.04693503594915911,0.028161021569495466,0.018774014379663646,0.5,active
L_429818303_429832203,429818303,429832203,0.4,0.05771986882155888,0.034631921292935325,0.023087947528623552,0.5,active
L_429818316_683424260,429818316,683424260,0.4,0.010310302294932834,0.0061861813769597,0.0041241209179731335,0.5,active
L_429818316_683424305,429818316,683424305,0.4,0.0117423285662641,0.007045397139758459,0.00469693142650564,0.5,active
L_429818329_4585262659,429818329,4585262659,0.4,0.002656235670066989,0.0015937414020401935,0.0010624942680267956,0.5,active
L_429818329_683424260,429818329,683424260,0.4,0.007607220053655095,0.004564332032193056,0.003042888021462038,0.5,active
L_429818333_429818429,429818333,429818429,0.4,0.03164189537757748,0.018985137226546486,0.012656758151030992,0.5,active
L_429818333_429818448,429818333,429818448,0.4,0.036742416168091416,0.022045449700854848,0.014696966467236568,0.5,active
L_429818336_429818428,429818336,429818428,0.4,0.030708957428658184,0.018425374457194908,0.012283582971463274,0.5,active
L_429818336_429818444,429818336,429818444,0.4,0.0352572253602685,0.0211543352161611,0.0141028901441074,0.5,active
L_429818348_429818454,429818348,429818454,0.4,0.057017417165979654,0.03421045029958779,0.022806966866391862,0.5,active
L_429818365_539182674,429818365,539182674,0.4,0.0437359198139221,0.02624155188835326,0.01749436792556884,0.5,active
L_429818365_429832204,429818365,429832204,0.4,0.05434221383788126,0.032605328302728755,0.021736885535152503,0.5,active
L_429818395_683288917,429818395,683288917,0.4,0.007329818728022282,0.004397891236813369,0.002931927491208913,0.5,active
L_429818395_683462595,429818395,683462595,0.4,0.0085987014266606,0.00515922085599636,0.00343948057066424,0.5,active
L_429818395_683462091,429818395,683462091,0.4,0.02158004194015002,0.012948025164090013,0.008632016776060009,0.5,active
L_429818399_6744541411,429818399,6744541411,0.4,0.009020303003508187,0.005412181802104912,0.003608121201403275,0.5,active
L_429818399_683462098,429818399,683462098,0.4,0.09986537574350296,0.05991922544610177,0.03994615029740119,0.5,active
L_429818401_683288917,429818401,683288917,0.4,0.008634366749025232,0.005180620049415139,0.0034537466996100927,0.5,active
L_429818401_683288887,429818401,683288887,0.4,0.009150603374236493,0.005490362024541896,0.0036602413496945973,0.5,active
L_429818402_6444882662,429818402,6444882662,0.4,0.006272489395066205,0.0037634936370397228,0.002508995758026482,0.5,active
L_429818402_429887085,429818402,429887085,0.4,0.06170444846426994,0.037022669078561964,0.024681779385707977,0.5,active
L_429818402_683288252,429818402,683288252,0.4,0.06315961593706632,0.037895769562239785,0.025263846374826527,0.5,active
L_429818411_683424301,429818411,683424301,0.4,0.00821056545320072,0.0049263392719204315,0.003284226181280288,0.5,active
L_429818411_429818412,429818411,429818412,0.4,0.08118514358721579,0.048711086152329476,0.032474057434886315,0.5,active
L_429818412_429818449,429818412,429818449,0.4,0.08142947475961831,0.04885768485577099,0.03257178990384733,0.5,active
L_429818413_429818471,429818413,429818471,0.4,0.030510534627800307,0.018306320776680183,0.012204213851120124,0.5,active
L_429818414_429818468,429818414,429818468,0.4,0.028134390330816373,0.016880634198489824,0.01125375613232655,0.5,active
L_429818414_429818471,429818414,429818471,0.4,0.028582708070419693,0.017149624842251816,0.011433083228167877,0.5,active
L_429818415_429818445,429818415,429818445,0.4,0.045909255422211734,0.02754555325332704,0.018363702168884694,0.5,active
L_429818415_429818444,429818415,429818444,0.4,0.04704615503909661,0.028227693023457963,0.018818462015638644,0.5,active
L_429818426_429818436,429818426,429818436,0.4,0.12548005546458102,0.07528803327874861,0.05019202218583241,0.5,active
L_429818427_429818428,429818427,429818428,0.4,0.05371960500748876,0.03223176300449326,0.021487842002995507,0.5,active
L_429818429_683871937,429818429,683871937,0.4,0.018817919758872533,0.01129075185532352,0.007527167903549014,0.5,active
L_429818430_7172224607,429818430,7172224607,0.4,0.027697516003415915,0.01661850960204955,0.011079006401366366,0.5,active
L_429818430_683888826,429818430,683888826,0.4,0.028895068887915046,0.017337041332749027,0.01155802755516602,0.5,active
L_429818430_539172531,429818430,539172531,0.4,0.0516231488887255,0.030973889333235298,0.0206492595554902,0.5,active
L_429818434_1357168598,429818434,1357168598,0.4,0.011610765261126203,0.006966459156675721,0.004644306104450481,0.5,active
L_429818434_429818441,429818434,429818441,0.4,0.7815431669617778,0.4689259001770667,0.31261726678471113,0.5,active
L_429818435_429887130,429818435,429887130,0.4,0.01980737093420755,0.01188442256052453,0.00792294837368302,0.5,active
L_429818435_1357168500,429818435,1357168500,0.4,0.13706265061967216,0.0822375903718033,0.054825060247868866,0.5,active
L_429818436_1357168711,429818436,1357168711,0.4,0.012638131099800248,0.007582878659880148,0.0050552524399201,0.5,active
L_429818437_429832200,429818437,429832200,0.4,0.029712559647615672,0.017827535788569403,0.01188502385904627,0.5,active
L_429818437_429818438,429818437,429818438,0.4,0.041995066330938344,0.025197039798563005,0.01679802653237534,0.5,active
L_429818438_429818451,429818438,429818451,0.4,0.033355400435724256,0.020013240261434553,0.013342160174289703,0.5,active
L_429818445_429818446,429818445,429818446,0.4,0.03741979526881616,0.022451877161289695,0.014967918107526465,0.5,active
L_429818446_429818447,429818446,429818447,0.4,0.03364765207200133,0.020188591243200795,0.013459060828800532,0.5,active
L_429818447_429832242,429818447,429832242,0.4,0.061603585981611315,0.03696215158896679,0.024641434392644528,0.5,active
L_429818448_429818468,429818448,429818468,0.4,0.02710964953728408,0.016265789722370447,0.010843859814913634,0.5,active
L_429818452_539182611,429818452,539182611,0.4,0.046630102778547476,0.027978061667128486,0.01865204111141899,0.5,active
L_429818452_429887094,429818452,429887094,0.4,0.0557950678593868,0.03347704071563208,0.02231802714375472,0.5,active
L_429818453_539182602,429818453,539182602,0.4,0.047142761800361886,0.02828565708021713,0.018857104720144756,0.5,active
L_429818453_429832201,429818453,429832201,0.4,0.04891491738361213,0.029348950430167275,0.019565966953444855,0.5,active
L_429818454_429818455,429818454,429818455,0.4,0.018027715246588607,0.010816629147953163,0.007211086098635443,0.5,active
L_429818454_429887083,429818454,429887083,0.4,0.04926347159679356,0.029558082958076135,0.019705388638717427,0.5,active
L_429818455_539182602,429818455,539182602,0.4,0.047538037419669964,0.028522822451801978,0.019015214967867986,0.5,active
L_429818463_429818471,429818463,429818471,0.4,0.02662881442622039,0.01597728865573223,0.010651525770488156,0.5,active
L_429818463_429818474,429818463,429818474,0.4,0.03836354148586427,0.023018124891518565,0.01534541659434571,0.5,active
L_429832201_539182596,429832201,539182596,0.4,0.03532360397123372,0.02119416238274023,0.01412944158849349,0.5,active
L_429832203_685926605,429832203,685926605,0.4,0.05443749689293521,0.03266249813576112,0.021774998757174084,0.5,active
L_429832232_539182594,429832232,539182594,0.4,0.04024272978832503,0.024145637872995018,0.01609709191533001,0.5,active
L_429832232_685926605,429832232,685926605,0.4,0.05599258932861472,0.03359555359716883,0.02239703573144589,0.5,active
L_429832232_1436595480,429832232,1436595480,0.4,0.05665242094840608,0.033991452569043644,0.022660968379362434,0.5,active
L_429832234_6684380174,429832234,6684380174,0.4,0.05609256977376349,0.03365554186425809,0.0224370279095054,0.5,active
L_429832249_3673546329,429832249,3673546329,0.4,0.10452273469320865,0.06271364081592519,0.04180909387728346,0.5,active
L_429832249_429897043,429832249,429897043,0.4,0.11259666940315384,0.0675580016418923,0.04503866776126154,0.5,active
L_429887083_539182605,429887083,539182605,0.4,0.06267800257043463,0.03760680154226077,0.025071201028173853,0.5,active
L_429887085_429887216,429887085,429887216,0.4,0.03535147174331353,0.02121088304598812,0.014140588697325414,0.5,active
L_429887090_539182645,429887090,539182645,0.4,0.04159874543670362,0.024959247262022168,0.01663949817468145,0.5,active
L_429887094_539182606,429887094,539182606,0.4,0.04548369709083751,0.027290218254502504,0.018193478836335004,0.5,active
L_429887104_682371500,429887104,682371500,0.4,0.007783542540668003,0.004670125524400801,0.0031134170162672014,0.5,active
L_429887104_682371484,429887104,682371484,0.4,0.008006701510524919,0.004804020906314951,0.003202680604209968,0.5,active
L_429887104_429897012,429887104,429897012,0.4,0.1621742248779384,0.09730453492676304,0.06486968995117535,0.5,active
L_429887129_1357168711,429887129,1357168711,0.4,0.009100389973222892,0.005460233983933735,0.0036401559892891566,0.5,active
L_429887129_429887130,429887129,429887130,0.4,0.010676263243528158,0.006405757946116895,0.004270505297411263,0.5,active
L_429887138_429887145,429887138,429887145,0.4,0.016404480158761038,0.009842688095256623,0.006561792063504416,0.5,active
L_429887138_429887157,429887138,429887157,0.4,0.02327694442232014,0.013966166653392084,0.009310777768928058,0.5,active
L_429887138_682206054,429887138,682206054,0.4,0.032778489074226695,0.019667093444536016,0.01311139562969068,0.5,active
L_429887140_7196891373,429887140,7196891373,0.4,0.004929846455991761,0.002957907873595056,0.0019719385823967045,0.5,active
L_429887140_4191680272,429887140,4191680272,0.4,0.006776364373320997,0.004065818623992599,0.002710545749328399,0.5,active
L_429887140_682371499,429887140,682371499,0.4,0.017040488462778704,0.010224293077667222,0.0068161953851114815,0.5,active
L_429887145_429887163,429887145,429887163,0.4,0.03526510990357838,0.02115906594214703,0.014106043961431353,0.5,active
L_429887149_429887151,429887149,429887151,0.4,0.021279629650958726,0.012767777790575235,0.008511851860383491,0.5,active
L_429887151_429887154,429887151,429887154,0.4,0.017221832515630232,0.010333099509378139,0.006888733006252094,0.5,active
L_429887151_459315531,429887151,459315531,0.4,0.09681984313460232,0.05809190588076139,0.03872793725384093,0.5,active
L_429887154_429887157,429887154,429887157,0.4,0.02222268169233501,0.013333609015401005,0.008889072676934005,0.5,active
L_429887157_429887209,429887157,429887209,0.4,0.030814293395279083,0.01848857603716745,0.012325717358111634,0.5,active
L_429887163_6943520426,429887163,6943520426,0.4,0.04870046522231577,0.02922027913338946,0.019480186088926307,0.5,active
L_429887168_539182601,429887168,539182601,0.4,0.05541306932059341,0.033247841592356046,0.022165227728237365,0.5,active
L_429887168_539182605,429887168,539182605,0.4,0.06242228878195566,0.0374533732691734,0.024968915512782266,0.5,active
L_429887169_7177251755,429887169,7177251755,0.4,0.013865296660917315,0.008319177996550388,0.005546118664366926,0.5,active
L_429887170_429887180,429887170,429887180,0.4,0.007256755895137512,0.004354053537082507,0.002902702358055005,0.5,active
L_429887170_682206081,429887170,682206081,0.4,0.018518916632940086,0.01111134997976405,0.007407566653176035,0.5,active
L_429887170_429887171,429887170,429887171,0.4,0.05682844090142593,0.03409706454085556,0.022731376360570373,0.5,active
L_429887173_429887180,429887173,429887180,0.4,0.015790409081552933,0.009474245448931759,0.006316163632621174,0.5,active
L_429887173_459315533,429887173,459315533,0.4,0.08319141993893692,0.04991485196336215,0.03327656797557477,0.5,active
L_429887180_429887181,429887180,429887181,0.4,0.01823288780489865,0.01093973268293919,0.007293155121959461,0.5,active
L_429887181_429887211,429887181,429887211,0.4,0.13501691522892179,0.08101014913735306,0.054006766091568716,0.5,active
L_429887183_429887193,429887183,429887193,0.4,0.013092131910742157,0.007855279146445293,0.005236852764296863,0.5,active
L_429887183_429887186,429887183,429887186,0.4,0.018892962555203143,0.011335777533121885,0.007557185022081258,0.5,active
L_429887183_429887185,429887183,429887185,0.4,0.026644150365900166,0.0159864902195401,0.010657660146360068,0.5,active
L_429887186_429887187,429887186,429887187,0.4,0.006884774163441341,0.004130864498064804,0.0027539096653765366,0.5,active
L_429887187_1980119176,429887187,1980119176,0.4,0.017919058767428196,0.010751435260456917,0.007167623506971279,0.5,active
L_429887191_2942622314,429887191,2942622314,0.4,0.004964684657891785,0.002978810794735071,0.001985873863156714,0.5,active
L_429887193_2942622314,429887193,2942622314,0.4,0.020717921453781173,0.012430752872268703,0.00828716858151247,0.5,active
L_429887193_539515752,429887193,539515752,0.4,0.08391071591642098,0.050346429549852585,0.03356428636656839,0.5,active
L_429887196_539182611,429887196,539182611,0.4,0.04335774886363903,0.026014649318183418,0.017343099545455612,0.5,active
L_429887198_539515760,429887198,539515760,0.4,0.04558019352928347,0.02734811611757008,0.01823207741171339,0.5,active
L_429887198_539533684,429887198,539533684,0.4,0.09355957366605587,0.05613574419963352,0.03742382946642235,0.5,active
L_429887199_429887200,429887199,429887200,0.4,0.06189113964301661,0.03713468378580997,0.024756455857206646,0.5,active
L_429887200_682206081,429887200,682206081,0.4,0.032422055984395244,0.019453233590637147,0.012968822393758099,0.5,active
L_429887203_4191680272,429887203,4191680272,0.4,0.08680815904276314,0.05208489542565788,0.03472326361710525,0.5,active
L_429887205_429887210,429887205,429887210,0.4,0.0500394596404262,0.03002367578425572,0.02001578385617048,0.5,active
L_429887206_429887214,429887206,429887214,0.4,0.05014052735938242,0.030084316415629447,0.02005621094375297,0.5,active
L_429887209_429887210,429887209,429887210,0.4,0.014844805842029078,0.008906883505217447,0.0059379223368116315,0.5,active
L_429887211_429887214,429887211,429887214,0.4,0.03068174704275307,0.018409048225651842,0.012272698817101229,0.5,active
L_429887215_429887218,429887215,429887218,0.4,0.03018626504402983,0.018111759026417897,0.012074506017611931,0.5,active
L_429887216_429887217,429887216,429887217,0.4,0.029736638681843043,0.017841983209105825,0.011894655472737218,0.5,active
L_429887217_429887218,429887217,429887218,0.4,0.027001672293551524,0.016201003376130913,0.010800668917420611,0.5,active
L_429887218_429887219,429887218,429887219,0.4,0.05523769473070402,0.033142616838422415,0.02209507789228161,0.5,active
L_429887220_539182606,429887220,539182606,0.4,0.042921112729556926,0.025752667637734154,0.017168445091822773,0.5,active
L_429887220_539182666,429887220,539182666,0.4,0.0549205185278464,0.032952311116707836,0.02196820741113856,0.5,active
L_429896943_682371484,429896943,682371484,0.4,0.028327165840044487,0.01699629950402669,0.011330866336017795,0.5,active
L_429896943_429896944,429896943,429896944,0.4,0.034705214716513465,0.02082312882990808,0.013882085886605387,0.5,active
L_429896943_429897136,429896943,429897136,0.4,0.1623209675499848,0.09739258052999088,0.06492838701999391,0.5,active
L_429896944_429896945,429896944,429896945,0.4,0.02942455275576056,0.017654731653456338,0.011769821102304226,0.5,active
L_429896944_429897126,429896944,429897126,0.4,0.16224954926415933,0.09734972955849559,0.06489981970566373,0.5,active
L_429896945_429896946,429896945,429896946,0.4,0.03744324394916388,0.02246594636949833,0.014977297579665552,0.5,active
L_429896945_429897122,429896945,429897122,0.4,0.16172411478881069,0.09703446887328641,0.06468964591552427,0.5,active
L_429896946_429896947,429896946,429896947,0.4,0.050456700821150946,0.030274020492690568,0.02018268032846038,0.5,active
L_429896946_429897119,429896946,429897119,0.4,0.1618079715270653,0.09708478291623918,0.06472318861082613,0.5,active
L_429896947_429896948,429896947,429896948,0.4,0.05133493409511053,0.030800960457066318,0.02053397363804421,0.5,active
L_429896947_429897115,429896947,429897115,0.4,0.16007324249468236,0.0960439454968094,0.06402929699787295,0.5,active
L_429896948_1436595495,429896948,1436595495,0.4,0.03889317230530525,0.02333590338318315,0.0155572689221221,0.5,active
L_429896948_429897079,429896948,429897079,0.4,0.16151808081202365,0.0969108484872142,0.06460723232480946,0.5,active
L_429898011_682371510,429898011,682371510,0.4,0.033936667952955336,0.020362000771773203,0.013574667181182136,0.5,active
L_429898011_429898012,429898011,429898012,0.4,0.034243277846816654,0.02054596670808999,0.013697311138726662,0.5,active
L_429898012_682371500,429898012,682371500,0.4,0.04268338019368442,0.025610028116210652,0.01707335207747377,0.5,active
L_459315362_459315366,459315362,459315366,20.0,0.019025617488622325,0.004756404372155581,0.0066589661210178135,25.0,active
L_459315362_459315430,459315362,459315430,0.4,0.10528596411418734,0.0631715784685124,0.042114385645674934,0.5,active
L_459315366_459315370,459315366,459315370,20.0,0.01855337937406438,0.004638344843516095,0.006493682780922532,25.0,active
L_459315370_459315374,459315370,459315374,20.0,0.019128252392667324,0.004782063098166831,0.006694888337433563,25.0,active
L_459315370_1817536850,459315370,1817536850,20.0,0.031624275372324734,0.007906068843081183,0.011068496380313656,25.0,active
L_459315374_459315384,459315374,459315384,0.4,0.020974245681453216,0.012584547408871929,0.008389698272581287,0.5,active
L_459315384_459315387,459315384,459315387,20.0,0.01038131054312393,0.0025953276357809827,0.0036334586900933757,25.0,active
L_459315387_1817536824,459315387,1817536824,20.0,0.027338781458356463,0.006834695364589116,0.009568573510424762,25.0,active
L_459315402_1817536824,459315402,1817536824,20.0,0.024255400213465582,0.0060638500533663955,0.008489390074712952,25.0,active
L_536979075_536979239,536979075,536979239,0.4,0.032203180837832066,0.01932190850269924,0.012881272335132827,0.5,active
L_536979075_1434988416,536979075,1434988416,0.4,0.15132478905997251,0.09079487343598351,0.06052991562398901,0.5,active
L_536979159_536979185,536979159,536979185,0.4,0.01129641451733778,0.006777848710402668,0.004518565806935112,0.5,active
L_536979159_730708054,536979159,730708054,0.4,0.09579932988687238,0.05747959793212343,0.038319731954748956,0.5,active
L_536979185_536979359,536979185,536979359,0.4,0.023321875781576035,0.01399312546894562,0.009328750312630415,0.5,active
L_536979239_536979266,536979239,536979266,0.4,0.01002438445813219,0.006014630674879313,0.004009753783252876,0.5,active
L_536979266_536979359,536979266,536979359,0.4,0.03271606843290794,0.019629641059744764,0.013086427373163177,0.5,active
L_536979266_536979516,536979266,536979516,0.4,0.08681033897116969,0.05208620338270181,0.034724135588467875,0.5,active
L_536979359_1657779896,536979359,1657779896,0.4,0.033785589852234926,0.020271353911340956,0.013514235940893972,0.5,active
L_536979591_536979635,536979591,536979635,0.4,0.00845792674829249,0.0050747560489754935,0.0033831706993169963,0.5,active
L_536979591_536986216,536979591,536986216,0.4,0.03200820554737304,0.019204923328423825,0.012803282218949217,0.5,active
L_536979829_536986187,536979829,536986187,0.4,0.022483429827357973,0.013490057896414784,0.008993371930943189,0.5,active
L_536979829_536986405,536979829,536986405,0.4,0.15663526972692374,0.09398116183615424,0.0626541078907695,0.5,active
L_536986187_536986216,536986187,536986216,0.4,0.01609025626892731,0.009654153761356386,0.006436102507570925,0.5,active
L_536986389_536986520,536986389,536986520,0.4,0.009426270716351503,0.005655762429810901,0.0037705082865406012,0.5,active
L_536986389_536986405,536986389,536986405,0.4,0.027108636473702367,0.01626518188422142,0.010843454589480947,0.5,active
L_536986405_536986492,536986405,536986492,0.4,0.025981028013677576,0.015588616808206545,0.010392411205471032,0.5,active
L_536986492_536986669,536986492,536986669,0.4,0.010234791153069451,0.006140874691841671,0.00409391646122778,0.5,active
